journal	year	month	class	type	URL	subject	first_author	google_translate
journal of animal science	2018	5	ruminant	original article	https://academic.oup.com/jas/article/96/5/1678/4922473	In vivo ultrasound and biometric measurements predict the empty body chemical composition in Nellore cattle 	AMCastilhos	»ıÃ¼ ³»¿¡¼­ ÃÊÀ½ÆÄ »ıÃ¼ ÃøÁ¤ Nellore ¼Ò¿¡¼­ ºó ¸öÀÇ È­ÇĞ ¼ººĞÀ» ¿¹Ãø
journal of animal science	2018	5	monogastric	original article	https://academic.oup.com/jas/article/96/5/1806/4960001	The effect of cellobiose on the health status of growing rabbits depends on the dietary level of soluble fiber 	CesarOcasio-Vega	¼ºÀå Åä³¢ÀÇ °Ç°­ »óÅÂ¿¡ ´ëÇÑ ¼¿·Î ºñ¿À½ºÀÇ È¿°ú´Â ¼ö¿ë¼º½ÄÀÌ ¼¶À¯ÀÇ½ÄÀÌ ¼öÁØ¿¡ µû¶ó ´Ş¶óÁı´Ï´Ù
journal of animal science	2018	5	monogastric	original article	https://academic.oup.com/jas/article/96/5/1818/4944402	Prediction of digestible and metabolizable energy of corn distillers dried grains with solubles for growing pigs using in vitro digestible nutrients 	ZHuang	Ã¼¿Ü ¼ÒÈ­ ¿µ¾ç¼Ò¿¡ »ç¿ë À°¼ºµ·¿¡ ´ëÇÑ ¿ëÇØ¼º ¿Á¼ö¼ö Áõ·ù±âÀÇ ¼ÒÈ­ ¹× ´ë»ç ¿¡³ÊÁöÀÇ ¿¹Ãø °ÇÁ¶ °î¹°
journal of animal science	2018	5	monogastric	original article	https://academic.oup.com/jas/article/96/5/1825/4941673	Effects of dietary calcium to phosphorus ratio and addition of phytase on growth performance of nursery pigs                	FangzhouWu	ÀÎÀÇ ºñÀ² ÀÚµ· ¼ºÀå ¼º°ú¿¡ ÇÇÅ¸ ¾ÆÁ¦¸¦ Ã·°¡½ÄÀÌ Ä®½·ÀÇ È¿°ú
journal of animal science	2018	5	monogastric	original article	https://academic.oup.com/jas/article/96/5/1838/4925790	Effects of extrusion and microbial phytase on the apparent and standardized total tract digestibility of phosphorus in hemp hulls fed to growing pigs 	JWKim	´ë¸¶ ²®Áú¿¡¼­ ÀÎÀÇ ¸í¹éÇÑ Ç¥ÁØÈ­ µÈ ÀüÃ¼ ±â°ü ¼ÒÈ­À²¿¡ ¾ĞÃâ ¹× ¹Ì»ı¹° ÇÇÅ¸ ¾ÆÁ¦ÀÇ È¿°ú´Â ¼ºÀå µÅÁö¿¡ °ø±Ş
journal of animal science	2018	5	monogastric	original article	https://academic.oup.com/jas/article/96/5/1846/4925248	Impact of PRRSV infection and dietary soybean meal on ileal amino acid digestibility and endogenous amino acid losses in growing pigs                	WesleyPSchweer	È¸Àå ¾Æ¹Ì³ë»ê ¼ÒÈ­À² ¹× ¼ºÀå µÅÁö ³»ÀÎ¼º ¾Æ¹Ì³ë»ê ¼Õ½Ç¿¡ PRRSV °¨¿°°ú½ÄÀÌ ´ëµÎ¹ÚÀÇ ¿µÇâ
journal of animal science	2018	5	monogastric	original article	https://academic.oup.com/jas/article/96/5/1860/4925234	The contribution of digestible and metabolizable energy from high-fiber dietary ingredients is not affected by inclusion rate in mixed diets fed to growing pigs 	DMDLNavarro	°í ¼¶À¯Áú½ÄÀÌ ¼ººĞÀÇ ¼ÒÈ­ ¹× ´ë»ç ¿¡³ÊÁöÀÇ ±â¿©´Â ¼ºÀå µÅÁö¿¡ °ø±Ş È¥ÇÕ »ç·á¿¡ Æ÷ÇÔ ¼Óµµ¿¡ ¿µÇâÀ»¹ŞÁö ¾Ê½À´Ï´Ù
journal of animal science	2018	5	monogastric	original article	https://academic.oup.com/jas/article/96/5/1869/4870010	High-protein distillers dried grains with solubles produced using a novel front-end<U+2013>back-end fractionation technology has greater nutritional value than conventional distillers dried grains with solubles when fed to growing pigs 	CDEspinosa	°í ´Ü¹éÁú Áõ·ù±â »õ·Î¿î ÇÁ·ĞÆ® - ¿£µå¸¦ »ç¿ëÇÏ¿© Á¦Á¶ °¡¿ë¹°À» °¡Áø ÀÔÀÚ¸¦ °ÇÁ¶ <U + 2013> ¹é¿£µå ºĞ·ù ±â¼úÀº ¼ºÀå µÅÁö¿¡ °ø±Ş °¡¿ë¹°À» °¡Áø Á¾·¡ÀÇ Áõ·ù °ÇÁ¶ ÀÔÀÚº¸´Ù Å« °ªÀ» °®´Â ¿µ¾ç
journal of animal science	2018	5	monogastric	original article	https://academic.oup.com/jas/article/96/5/1877/4979610	"Net energy content of rice bran, defatted rice bran, corn gluten feed, and corn germ meal fed to growing pigs using indirect calorimetry                "	ZhiqianLyu	"½Ò°Ü, Å»Áö ½Ò°Ü, ¿Á¼ö¼ö ±Û·çÅÙ ÇÇµå, ¿Á¼ö¼ö ¹è¾Æ ½Ä»çÀÇ ¼ø ¿¡³ÊÁö ÇÔ·®Àº °£Á¢ ¿­·®À» »ç¿ëÇÏ¿© ¼ºÀå µÅÁö¿¡ °ø±Ş"
journal of animal science	2018	5	ruminant	original article	https://academic.oup.com/jas/article/96/5/1903/4925262	Effects of increasing supplemental dietary Zn concentration on growth performance and carcass characteristics in finishing steers fed ractopamine hydrochloride 	OliviaNGenther-Schroeder	¼ö¼Û¾ÆÁö °ø±Ş ¶ôÅä ÆÄ¹Î ¿°»ê¿° ¸¶¹«¸® ¼ºÀå ¼º´É ¹× Æ¯¼º¿¡ µµÃ¼ Áõ°¡ º¸Ãæ½ÄÀÌ ¾Æ¿¬ ³óµµÀÇ ¿µÇâ
journal of animal science	2018	5	ruminant	original article	https://academic.oup.com/jas/article/96/5/1914/4922700	Estimates of diet selection in cattle grazing cornstalk residues by measurement of chemical composition and near infrared reflectance spectroscopy of diet samples collected by ruminal evacuation 	EmilyAPetzel	¹İÃßÀ§ ÅğÇÇ ÀÇÇØ ¼öÁı Á¶¼º ¹× ´ÙÀÌ¾îÆ® »ùÇÃÀÇ ±ÙÀû¿Ü¼± ºĞ±¤ ¹İ»çÀ²À» ÃøÁ¤ÇÏ¿© ¿Á¼ö¼ı´ë ÀÜ±â ¹æ¸ñ ¼ÒÀÇ½ÄÀÌ ¼±ÅÃ ÃßÁ¤
journal of animal science	2018	5	ruminant	original article	https://academic.oup.com/jas/article/96/5/1929/4920974	"Effects of dietary protein sources and nisin on rumen fermentation, nutrient digestion, plasma metabolites, nitrogen utilization, and growth performance in growing lambs "	JunshiShen	"¼ºÀå ¾çÀÇ ¹İÃßÀ§ ¹ßÈ¿, ¿µ¾ç¼Ò ¼ÒÈ­, ÇÃ¶óÁî¸¶ ´ë»ç ¹°Áú, Áú¼Ò È°¿ë, ¼ºÀå ¼º´É¿¡½ÄÀÌ ´Ü¹éÁú °ø±Ş¿ø ¹× ´Ï½ÅÀÇ È¿°ú"
journal of animal science	2018	5	ruminant	original article	https://academic.oup.com/jas/article/96/5/1939/4958201	Postruminal digestion of starch infused into the abomasum of heifers with or without exogenous amylase administration 	EdwinWestreicher-Kristen	ÀüºĞÀÇ Postruminal ¼ÒÈ­ ¶Ç´Â ¿ÜÀÎ¼º ¾Æ¹Ğ¶ó¾ÆÁ¦ °ü¸®¾øÀÌ ¾Ï¼ÒÀÇ ÁÖ¸§À§¿¡ ÁÖÀÔ
journal of animal science	2018	5	ruminant	original article	https://academic.oup.com/jas/article/96/5/1952/4922424	"Effects of crude glycerin from biodiesel on the diets of lambs: intake, digestibility, performance, feeding behavior, and serum metabolites "	RebecaDXRibeiro	"¼·Ãë, ¼ÒÈ­, ¼º´É, ¸ÔÀÌ Çàµ¿, Ç÷Ã» ´ë»ç : ¾çÀÇ ´ÙÀÌ¾îÆ®¿¡ ¹ÙÀÌ¿À µğÁ©¿¡¼­ ¿øÀ¯ ±Û¸®¼¼¸°ÀÇ È¿°ú"
journal of animal science	2018	5	ruminant	original article	https://academic.oup.com/jas/article/96/5/1962/4913645	Meta-analysis of lamb birth weight as influenced by pregnancy nutrition of multiparous ewes 	FernandoJRocaFraga	´Ù»ê ¾Ï¾çÀÇ ÀÓ½Å ¿µ¾çÀÇ ¿µÇâÀ¸·Î ¾ç°í±â Ãâ»ı Ã¼ÁßÀÇ ¸ŞÅ¸ ºĞ¼®
journal of animal science	2018	5	ruminant	original article	https://academic.oup.com/jas/article/96/5/1978/4908655	Supplementing goat kids with coconut medium chain fatty acids in early life influences growth and rumen papillae development until 4 months after supplementation but effects on in vitro methane emissions and the rumen microbiota are transient 	SieglindeDebruyne	ÃÊ±â »ıÈ°¿¡ ¿µÇâÀ» ¹ÌÄ£´Ù ¼ºÀå¿¡ ÄÚÄÚ³Ó ¸ÅÃ¼ »ç½½ Áö¹æ»ê ¿°¼Ò ¾ÆÀÌ¸¦ º¸Ãæ ¹× 4 °³¿ù ¼·Ãë ÈÄ±îÁö ¿ëÀÇÀÚ¸¦ °³¹ß ¹İÃßÀ§ÇÏÁö¸¸ Ã¼¿Ü ¸ŞÅº ¹èÃâ¿¡ È¿°ú¿Í ¹İÃßÀ§ ¹Ì»ı¹°Àº °úµµÇÏ´Ù
journal of animal science	2018	5	ruminant	original article	https://academic.oup.com/jas/article/96/5/1996/4992782	Finishing performance and diet digestibility for feedlot steers fed corn distillers grains plus solubles and distillers solubles with and without oil extraction                	MLJolly-Breithaupt	¿Á¼ö¼ö Áõ·ù °î¹° ÇÃ·¯½º ¿ëÇØ¼º ¹× Áõ·ù °¡¿ë¼º ¹°Áú°ú ¿ÀÀÏ ÃßÃâÇÏÁö ¾Ê°í °ø±Ş »çÀ°Àå ¼ö¼Û¾ÆÁöÀÇ ¼º´É°ú ´ÙÀÌ¾îÆ® ¼ÒÈ­À²À» ¸¶¹«¸®
journal of animal science	2018	6	monogastric	original article	https://academic.oup.com/jas/article/96/6/2184/4969880	Determination of net energy content of dietary lipids fed to growing pigs using indirect calorimetry 	EnkaiLi	½ÄÀÌ ÁöÁúÀÇ ¼ø ¿¡³ÊÁö ÇÔ·®ÀÇ °áÁ¤Àº °£Á¢ ¿­·®À» »ç¿ëÇÏ¿© ¼ºÀå µÅÁö¿¡ °ø±Ş
journal of animal science	2018	6	monogastric	original article	https://academic.oup.com/jas/article/96/6/2265/4983097	"Effects of physicochemical characteristics of feed ingredients on the apparent total tract digestibility of energy, DM, and nutrients by growing pigs "	DiegoMDLNavarro	"¼ºÀå µÅÁö ¿¡³ÊÁö, DMÀÇ ¸í¹éÇÑ ÃÑ ±â°ü ¼ÒÈ­À²¿¡ »ç·á ¼ººĞÀÇ ¹°¸® È­ÇĞÀû Æ¯¼º¿¡ ¹ÌÄ¡´Â ¿µÇâ ¹× ¿µ¾ç"
journal of animal science	2018	6	monogastric	original article	https://academic.oup.com/jas/article/96/6/2278/4976429	Effect of roller mill configuration on growth performance of nursery and finishing pigs and milling characteristics 		º¸À°ÀÇ ¼ºÀå ¼º´É¿¡ ·Ñ·¯ ¹Ğ ±¸¼ºÀÇ È¿°ú ¹× ¸¶¹«¸® µÅÁö¿Í ¹Ğ¸µ Æ¯¼º
journal of animal science	2018	6	monogastric	original article	https://academic.oup.com/jas/article/96/6/2293/4972702	Effects of full fat rice bran and defatted rice bran on growth performance and carcass characteristics of growing-finishing pigs 	GloriaACasas	ºñÀ° µÅÁöÀÇ ¼ºÀå ¼º´É°ú µµÃ¼ Æ¯¼º¿¡ ´ëÇÑ ÀüÃ¼ Áö¹æ ½Ò°Ü¿Í Å»Áö ½Ò°ÜÀÇ È¿°ú
journal of animal science	2018	6	monogastric	original article	https://academic.oup.com/jas/article/96/6/2310/4994062	"Dietary D-xylose effects on growth performance, portal nutrient fluxes, and energy expenditure in growing pigs "	AttaKAgyekum	"À°¼ºµ·ÀÇ ¼ºÀå ¼º´É, Æ÷ÅĞ ¿µ¾ç ÇÃ·°½º ¹× ¿¡³ÊÁö ¼Òºñ¿¡½ÄÀÌ D-ÀÚÀÏ ·Î½º È¿°ú"
journal of animal science	2018	6	monogastric	original article	https://academic.oup.com/jas/article/96/6/2320/4976412	"Impact of sow energy status during farrowing on farrowing kinetics, frequency of stillborn piglets, and farrowing assistance "	TakeleFeyera	"ºĞ¸¸ ¹İÀÀ ¼Óµµ, »ç»ê ÀÚµ·ÀÇ ºóµµ, ºĞ¸¸ Áö¿ø¿¡ ºĞ¸¸½Ã ¸ğµ·ÀÇ ¿¡³ÊÁö »óÅÂÀÇ ¿µÇâ"
journal of animal science	2018	6	monogastric	original article	https://academic.oup.com/jas/article/96/6/2332/4975765	"Supplementation of guanidinoacetic acid to pig diets: effects on performance, carcass characteristics, and meat quality "	BalachandarJayaraman	"¼º´É¿¡ ´ëÇÑ ¿µÇâ, µµÃ¼ Æ¯¼º ¹× À°Áú : guanidinoacetic µÅÁö »ç·á¿¡ »êÀÇ º¸¿Ï"
journal of animal science	2018	6	monogastric	original article	https://academic.oup.com/jas/article/96/6/2342/4969323	"Effects of Lactobacillus reuteri LR1 on the growth performance, intestinal morphology, and intestinal barrier function in weaned pigs "	HongboYi	ÀÌÀ¯ÀÚµ·ÀÇ ¼ºÀå ¼º´É Àå ÇüÅÂ¿Í Àå Àåº® ±â´É¿¡ ¶ôÅä reuteri LR1 È¿°ú
journal of animal science	2018	6	monogastric	original article	https://academic.oup.com/jas/article/96/6/2352/4960036	Nutritive value of corn distiller¡¯s dried grains with solubles steeped without or with exogenous feed enzymes for 24 h and fed to growing pigs 	YoungjiRhoo	°¡¿ë¹° ¼ºÀå µÅÁö¾øÀÌ 24 ½Ã°£ µ¿¾È ¿Ü»ı °ø±Ş È¿¼Ò·Î °¡µæÇÑ ¹× °ø±Ş ¿Á¼ö¼ö Áõ·ù±âÀÇ °ÇÁ¶ °î¹°ÀÇ ¿µ¾ç °¡Ä¡
journal of animal science	2018	6	monogastric	original article	https://academic.oup.com/jas/article/96/6/2361/4944394	Ileal digestibility of amino acids in selected feed ingredients fed to young growing pigs 	GACasas	ÀşÀº ¼ºÀå µÅÁö¿¡ °ø±Ş ¼±ÅÃ »ç·á ¼ººĞÀÇ ¾Æ¹Ì³ë»ê È¸Àå ¼ÒÈ­À²
journal of animal science	2018	6	monogastric	original article	https://academic.oup.com/jas/article/96/6/2371/4994009	"Nitrogen retention, energy, and amino acid digestibility of wheat bran, without or with multicarbohydrase and phytase supplementation, fed to broiler chickens "	ConnieGallardo	"À°°è °ø±Ş¾øÀÌ ¶Ç´Â multicarbohydrase ¹× ÇÇÅ¸ º¸Ãæ Áú¼Ò °íÁ¤, ¿¡³ÊÁö, ¹Ğ±â¿ï ¾Æ¹Ì³ë»ê ¼ÒÈ­¼º,"
journal of animal science	2018	6	monogastric	original article	https://academic.oup.com/jas/article/96/6/2380/4870008	Whole-body nitrogen utilization and tissue protein and casein synthesis in lactating primiparous sows fed low- and high-protein diets 	Lee-AnneHuber	ÃÊ»ê ¾ÏÅïÁö Á¥¿¡¼­ Àü½Å Áú¼Ò ÀÌ¿ë·ü ¹× Á¶Á÷ ´Ü¹éÁú ¹× Ä«Á¦ÀÎ ÇÕ¼º °ø±Ş ³·Àº °í´Ü¹é½ÄÀÌ
journal of animal science	2018	6	ruminant	original article	https://academic.oup.com/jas/article/96/6/2438/4972789	Feed efficiency of tropically adapted cattle when fed in winter or spring in a temperate location 	SamWColeman	¿ÂÈ­ÇÑ À§Ä¡¿¡ °Ü¿ï ¶Ç´Â º½¿¡ °ø±Ş µÉ ¶§ ¿­´ë ÀûÀÀ °¡ÃàÀÇ »ç·á È¿À²
journal of animal science	2018	6	ruminant	original article	https://academic.oup.com/jas/article/96/6/2453/4969900	"Dietary protein reduction on microbial protein, amino acids digestibility, and body retention in beef cattle. I. Digestibility sites and ruminal synthesis estimated by purine bases and 15N as markers "	LaysDeboraSilvaMariz	"¹Ì»ı¹° ´Ü¹éÁúÀÇ½ÄÀÌ ´Ü¹éÁú °¨¼Ò, ¾Æ¹Ì³ë»ê ¼ÒÈ­À² ¹× À°¿ìÀÇ ½ÅÃ¼ À¯Áö. I. ¼ÒÈ­À² »çÀÌÆ® ¹× ¸¶Ä¿ µî Ç»¸° ¿°±â¿Í 15N ÃßÁ¤ ¹İÃßÀ§ ÇÕ¼º"
journal of animal science	2018	6	ruminant	original article	https://academic.oup.com/jas/article/96/6/2468/4962486	"Seroprevalence of Toxoplasma gondii and Neospora caninum infection in sheep, goats, and fallow deer farmed on the same area "	Bo<U+017C>enaMoskwa	"Åå¼Ò Æ÷ÀÚÃæ ¹× Neospora caninum ¾ç, ¿°¼Ò °¨¿°, ¹× ÈŞ °æÁö »ç½¿ÀÇ ¾ç¼º·üÀº °°Àº Áö¿ª¿¡ ³óÀå"
journal of animal science	2018	6	ruminant	original article	https://academic.oup.com/jas/article/96/6/2474/5017503	An assessment of the effectiveness of virginiamycin on liver abscess incidence and growth performance in feedlot cattle: a comprehensive statistical analysis 	LuisOTedeschi	»çÀ°Àå °¡ÃàÀÇ °£ ³ó¾çÀÇ ¹ß»ı°ú ¼ºÀå ¼º´É¿¡ virginiamycinÀÇ È¿°úÀÇ Æò°¡ : Á¾ÇÕÀûÀÎ Åë°è ºĞ¼®
journal of animal science	2018	6	ruminant	original article	https://academic.oup.com/jas/article/96/6/2490/4938566	Effects of feeding corn silage from short-season hybrids and extending the backgrounding period on production performance and carcass traits of beef cattle 	GwinaiEChibisa	ÂªÀº ½ÃÁğ¿¡¼­ ÀâÁ¾ ¿Á¼ö¼ö »ç·á¸¦ ¸ÔÀÌ ¹× À°¿ìÀÇ »ı»ê ¼º´É°ú µµÃ¼ÀÇ Æ¯¼º¿¡¼­ ¹è°æ Ã³¸® ±â°£À» ¿¬ÀåÇÏ´Â È¿°ú
journal of animal science	2018	6	ruminant	original article	https://academic.oup.com/jas/article/96/6/2504/4931178	Comparison of trace mineral repletion strategies in feedlot steers to overcome diets containing high concentrations of sulfur and molybdenum 	SarahJHartman	»çÀ°Àå ¼ö¼Û¾ÆÁö ¹Ì·® ¹Ì³×¶ö Ãæ¸¸ Àü·«ÀÇ ºñ±³½ÄÀÌ À¯È² ¸ô¸®ºêµ§ °í³óµµ ÇÔÀ¯ ±Øº¹
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S0022030217310093	The effects of feeding a partial mixed ration plus a top-dress before feeding on milk production and the daily rhythm of feed intake and plasma hormones and metabolites in dairy cows	M.Niu	Á¥¼ÒÀÇ ¿ìÀ¯ »ı»ê°ú »ç·á ¼·Ãë·®ÀÇ ¸®µë°ú Ç÷Àå È£¸£¸ó ´ë»ç¿¡ °ø±ŞÇÏ±â Àü¿¡ ºÎºĞ ¹èÇÕ »ç·á ÇÃ·¯½º Åé µå·¹½º¸¦ °ø±ŞÇÏ´Â È¿°ú
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S0022030217310081	"Altering the ratio of dietary palmitic, stearic, and oleic acids in diets with or without whole cottonseed affects nutrient digestibility, energy partitioning, and production responses of dairy cows"	J.deSouza	"½ÄÀÌ ÆÈ ¹ÌÆ®, ½ºÅ×¾Æ¸£ÇÏ°í, ¶Ç´Â ÀüÃ¼ ¸ñÈ­¾¾¾øÀÌ ´ÙÀÌ¾îÆ®¿¡ ¿Ã·¹»ê »êÀÇ ºñÀ²À» º¯°æÇÏ¸é ¿µ¾ç¼Ò ¼ÒÈ­À², ¿¡³ÊÁö ºĞÇÒ ¹× Á¥¼ÒÀÇ »ı»ê ÀÀ´ä¿¡ ¿µÇâÀ» ¹ÌÄ¡´Â"
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S002203021730975X	Effects of supplementing yeast culture to diets differing in starch content on performance and feeding behavior of dairy cows	A.L.G.Dias	¼º´É¿¡ ÀüºĞ ÇÔ·®ÀÌ ´Ù¸¥ ´ÙÀÌ¾îÆ®¿¡ È¿¸ğ ¹®È­¸¦ º¸¿ÏÇÏ°í Á¥¼ÒÀÇ Çàµ¿À» ¸ÔÀÌÀÇ È¿°ú
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S0022030217309748	Effect of supplemental yeast culture and dietary starch content on rumen fermentation and digestion in dairy cows	A.L.G.Dias	Á¥¼ÒÀÇ ¹İÃßÀ§ ¹ßÈ¿ ¹× ¼ÒÈ­¿¡ º¸Ãæ È¿¸ğ ¹®È­¿Í½ÄÀÌ ÀüºĞ ÇÔ·®¿¡ ¹ÌÄ¡´Â ¿µÇâ
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S0022030217309852	Characterization of linoleic acid (C18:2) concentration in commercial corn silage and grain hybrids	M.Baldin	¸®³î·¹»êÀÇ Æ¯¼º (C18 : 2) »ó¿ë ¿Á¼ö¼ö »ç·á °î¹° ÇÏÀÌºê¸®µå ³óµµ
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S002203021730927X	Describing temporal variation in reticuloruminal pH using continuous monitoring data	M.J.Denwood	¿¬¼Ó ¸ğ´ÏÅÍ¸µ µ¥ÀÌÅÍ¸¦ »ç¿ëÇÏ¿© pH¸¦ reticuloruminal ½Ã°£ º¯È­¸¦ ¼³¸íÇÏ±â
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S0022030217309384	"Effects of Leymus chinensis replacement with whole-crop wheat hay on blood parameters, fatty acid composition, and microbiomes of Holstein bulls"	WenjingNiu	Ç÷¾× ÆÄ¶ó¹ÌÅÍ Áö¹æ»ê Á¶¼º¹°¿¡ ÀüÃ¼ °î¹° ¹Ğ °ÇÃÊ LeymusÀÌ ²É ´ëÃ¼ È¿°ú ¹× È¦½ºÅ¸ÀÎ ºÒ½º microbiomes
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S0022030217309268	"Dry matter intake, body condition score, and grazing behavior of nonlactating, pregnant dairy cows fed kale or grass once versus twice daily during winter"	I.Rugoho	"°ÇÁ¶ ¹°Áú ¼·Ãë, ½ÅÃ¼ Á¶°Ç Á¡¼ö ¹× nonlactatingÀÇ ¹æ¸ñ Çàµ¿, °Ü¿ï µ¿¾È ÇÏ·ç¿¡ µÎ ¹ø ´ë È¸ ÄÉÀÏÀÌ³ª Ç®À» ¸ÔÀÌ ÀÓ½Å ÇÑ Á¥¼Ò"
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S0022030217309645	"Effect of milk replacer feeding rate, age at weaning, and method of reducing milk replacer to weaning on digestion, performance, rumination, and activity in dairy calves to 4 months of age"	T.S.Dennis	"´ë¿ëÀ¯ÀÇ È¿°ú´Â ¼¼ 4 °³¿ù ³«³ó ¼Û¾ÆÁöÀÇ ¼Óµµ, ÀÌÀ¯¿¡¼­ ¿¬·É, ¼ÒÈ­, ¼º´É, ¹İÃß¿¡ ÀÌÀ¯¿¡ ´ë¿ëÀ¯¸¦ ÁÙÀÌ´Â ¹æ¹ı°ú È°µ¿À» ¸ÔÀÌ"
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S002203021730992X	Ruminal metabolism of grass silage soluble nitrogen fractions	S.Ahvenjarvi	ÀÜµğ »çÀÏ¸®Áö ¿ëÇØ¼º Áú¼Ò ºĞÈ¹ÀÇ ¹İÃßÀ§ ´ë»ç
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S0022030217309906	Alterations in ruminal bacterial populations at induction and recovery from diet-induced milk fat depression in dairy cows	D.W.Pitta	Á¥¼ÒÀÇ ±ÔÁ¤¿¡ ÀÇÇÑ ¿ìÀ¯ÀÇ Áö¹æ ¿ì¿ïÁõ¿¡¼­ À¯µµ ¹× º¹±¸¿¡¼­ ¹İÃßÀ§ ¼¼±Õ Áı´ÜÀÇ º¯°æ
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S0022030217309943	Predicting milk protein responses and the requirement of metabolizable protein by lactating dairy cows	L.E.Moraes	Á¥¼Ò Á¥À¸·Î ¿ìÀ¯ ´Ü¹éÁú ¹İÀÀ°ú ´ë»ç ´Ü¹éÁúÀÇ ¿ä±¸ »çÇ×À» ¿¹Ãø
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S0022030217310068	"Effects of replacing soybean meal with canola meal or treated canola meal on ruminal digestion, omasal nutrient flow, and performance in lactating dairy cows"	E.M.Paula	Á¥¼ÒÀÇ Á¥À» Ä³³î¶ó ½Ä»ç ¶Ç´Â ¹İÃßÀ§ ¼ÒÈ­ omasal ¿µ¾ç¼Ò Èå¸§ Ã³¸® ³î¶ó ½Ä»ç ¹× ¼º´É ´ëµÎ¹Ú ´ëÃ¼ È¿°ú
journal of dairy science	2018	1	ruminant	original article	http://www.sciencedirect.com/science/article/pii/S0022030217309931	Meta-analysis to predict the effects of metabolizable amino acids on dairy cattle performance	I.J.Lean	Á¥¼ÒÀÇ ¼º´É¿¡ ´ë»ç ¾Æ¹Ì³ë»êÀÇ È¿°ú¸¦ ¿¹ÃøÇÏ´Â ¸ŞÅ¸ ºĞ¼®
